Property_ID,Location,Property_Type,Bedrooms,Bathrooms,Area_sqft,Floor,Total_Floors,Age_Years,Furnishing,Parking_Spaces,Price_Lakhs
697,Mulund West,Apartment,3,3,1092,38,39,26,Unfurnished,1,261.97
698,Vile Parle West,Apartment,5,4,3209,25,27,24,Semi-Furnished,0,1149.56
699,Borivali East,Apartment,3,4,1090,12,36,6,Fully Furnished,1,295.31
700,Malad West,Apartment,4,4,1905,30,37,17,Unfurnished,0,531.37
701,Worli,Villa,4,4,1527,19,32,20,Semi-Furnished,1,1058.1
702,Andheri West,Apartment,1,1,576,39,44,2,Fully Furnished,1,254.82
703,Goregaon East,Apartment,3,3,1072,33,44,11,Unfurnished,2,323.09
704,Andheri East,Apartment,1,1,627,23,28,4,Semi-Furnished,0,195.36
705,Kandivali West,Apartment,1,1,585,5,37,20,Fully Furnished,1,110.68
706,Ghatkopar East,Apartment,2,2,811,20,28,26,Fully Furnished,3,187.76
707,Dadar West,Apartment,2,2,656,34,38,4,Semi-Furnished,1,378.45
708,Borivali East,Villa,1,1,578,13,20,7,Semi-Furnished,2,139.76
709,Borivali West,Apartment,4,4,1756,24,28,9,Fully Furnished,2,622.24
710,Borivali East,Apartment,3,2,1071,9,18,7,Unfurnished,3,230.53
711,Bandra West,Apartment,2,1,689,31,43,0,Unfurnished,2,399.92
712,Lower Parel,Apartment,3,2,1430,17,18,3,Semi-Furnished,0,810.08
713,Mira Road,Apartment,1,2,502,13,24,18,Semi-Furnished,3,63.49
714,Ghatkopar West,Apartment,4,5,1756,11,43,11,Fully Furnished,3,568.99
715,Bandra East,Apartment,3,2,1491,13,31,6,Fully Furnished,1,664.59
716,Powai,Villa,4,4,1775,38,40,22,Fully Furnished,2,806.24
717,Kandivali West,Apartment,5,5,2438,15,28,16,Semi-Furnished,0,613.65
718,Borivali West,Apartment,2,2,797,3,10,17,Semi-Furnished,1,162.06
719,Dadar East,Apartment,3,3,1181,27,36,17,Unfurnished,2,470.52
720,Mira Road,Apartment,2,2,741,32,42,0,Semi-Furnished,0,142.17
721,Bandra West,Apartment,1,1,552,38,39,22,Unfurnished,3,283.78
722,Malad East,Apartment,2,2,712,28,43,7,Fully Furnished,1,209.66
723,Ghatkopar East,Apartment,3,3,1314,39,42,15,Fully Furnished,2,472.21
724,Bandra East,Apartment,1,1,577,9,10,7,Fully Furnished,0,197.58
725,Lower Parel,Apartment,1,1,547,21,25,19,Fully Furnished,1,251.06
726,Lower Parel,Apartment,3,3,1427,19,40,6,Semi-Furnished,2,820.68
727,Mira Road,Apartment,4,5,1418,3,32,30,Semi-Furnished,0,166.96
728,Mulund East,Apartment,2,1,740,20,42,17,Semi-Furnished,1,144.4
729,Kandivali East,Apartment,2,1,941,32,42,21,Fully Furnished,2,216.81
730,Vile Parle East,Apartment,4,5,1457,17,32,12,Semi-Furnished,2,551.07
731,Malad West,Apartment,2,1,952,9,32,1,Fully Furnished,1,303.43
732,Worli,Apartment,2,1,869,23,36,11,Unfurnished,1,467.26
733,Worli,Apartment,2,1,683,20,23,27,Unfurnished,1,283.89
734,Mulund East,Apartment,3,3,1477,27,35,28,Fully Furnished,0,265.98
735,Malad East,Apartment,2,2,815,7,38,18,Fully Furnished,0,165.87
736,Vile Parle West,Apartment,3,3,1120,20,31,19,Unfurnished,2,422.7
737,Mira Road,Apartment,1,2,504,17,18,9,Fully Furnished,1,75.66
738,Ghatkopar West,Apartment,4,5,1497,22,30,18,Fully Furnished,0,433.9
739,Powai,Apartment,2,1,983,20,36,26,Semi-Furnished,1,261.81
740,Mulund West,Apartment,2,3,913,36,38,14,Fully Furnished,0,267.55
741,Dadar West,Apartment,2,2,787,35,44,29,Fully Furnished,2,292.85
742,Powai,Villa,2,2,773,20,33,4,Semi-Furnished,2,387.53
743,Worli,Apartment,2,2,786,19,39,26,Semi-Furnished,1,350.43
744,Goregaon West,Penthouse,1,1,457,20,34,7,Fully Furnished,2,185.75
745,Andheri East,Apartment,2,2,719,17,42,0,Fully Furnished,1,257.42
746,Andheri East,Villa,5,5,2040,6,26,1,Semi-Furnished,2,938.71
747,Mulund West,Apartment,4,3,1806,9,24,30,Fully Furnished,0,364.83
748,Vile Parle West,Apartment,3,4,1487,32,33,8,Fully Furnished,1,779.2
749,Malad East,Apartment,4,4,2166,16,45,23,Unfurnished,2,449.78
750,Goregaon East,Villa,2,2,951,32,40,1,Fully Furnished,1,399.72
751,Mulund West,Apartment,2,2,792,10,33,28,Fully Furnished,2,145.93
752,Worli,Apartment,5,5,2071,4,20,26,Fully Furnished,1,1089.6
753,Thane West,Apartment,2,1,923,16,43,27,Semi-Furnished,2,150.9
754,Goregaon East,Villa,2,2,802,11,39,6,Semi-Furnished,3,294.56
755,Mulund West,Villa,3,3,1032,32,39,26,Semi-Furnished,3,280.13
756,Mulund West,Apartment,4,3,1564,17,33,22,Semi-Furnished,0,355.85
757,Vile Parle East,Apartment,3,3,978,4,16,24,Semi-Furnished,3,255.64
758,Kandivali East,Apartment,2,2,810,6,13,18,Unfurnished,1,159.86
759,Bhandup West,Apartment,3,3,1370,21,35,25,Fully Furnished,2,255.02
760,Dadar West,Villa,4,4,1603,27,38,2,Semi-Furnished,1,1198.01
761,Dadar West,Penthouse,2,1,935,40,45,20,Unfurnished,1,462.39
762,Thane West,Villa,4,3,1810,28,36,19,Unfurnished,1,395.98
763,Dadar West,Apartment,1,2,561,30,45,24,Unfurnished,0,188.58
764,Bhandup West,Apartment,3,3,1456,9,36,12,Fully Furnished,1,329.56
765,Ghatkopar West,Apartment,3,3,1134,10,11,13,Semi-Furnished,1,292.94
766,Goregaon West,Apartment,2,2,693,31,33,0,Fully Furnished,1,264.32
767,Kandivali East,Apartment,3,4,1212,7,42,2,Unfurnished,0,282.06
768,Kandivali West,Apartment,5,5,3453,3,5,23,Fully Furnished,1,790.7
769,Kandivali East,Apartment,3,3,992,12,28,18,Fully Furnished,1,216.38
770,Mulund East,Apartment,1,1,631,28,32,16,Unfurnished,1,134.64
771,Chembur,Apartment,4,4,2165,28,37,11,Fully Furnished,1,878.66
772,Vile Parle West,Apartment,2,2,811,32,44,23,Fully Furnished,1,307.43
773,Mira Road,Apartment,2,2,726,15,20,1,Semi-Furnished,0,123.63
774,Mulund West,Apartment,1,1,460,23,45,14,Semi-Furnished,2,101.42
775,Ghatkopar West,Apartment,4,3,1757,14,32,2,Unfurnished,1,561.98
776,Dadar West,Apartment,4,5,1617,1,38,18,Unfurnished,2,591.35
777,Ghatkopar East,Apartment,2,1,818,19,40,0,Unfurnished,3,262.38
778,Bandra East,Villa,4,4,1429,30,45,2,Fully Furnished,2,963.09
779,Andheri West,Villa,2,1,985,29,39,19,Fully Furnished,3,438.26
780,Borivali West,Apartment,2,1,979,21,22,9,Unfurnished,3,260.83
781,Bandra West,Apartment,2,2,772,26,28,30,Unfurnished,0,305.79
782,Malad West,Apartment,3,3,1073,32,44,9,Fully Furnished,2,373.34
783,Lower Parel,Apartment,3,3,1048,24,40,26,Semi-Furnished,1,440.27
784,Goregaon East,Apartment,3,3,1042,28,39,24,Unfurnished,2,260.56
785,Andheri East,Apartment,3,3,1179,10,41,20,Fully Furnished,2,301.38
786,Mulund East,Apartment,2,2,803,9,28,4,Fully Furnished,1,193.96
787,Vile Parle East,Apartment,1,1,581,33,39,3,Unfurnished,2,229.65
788,Bhandup West,Apartment,2,2,949,33,33,2,Fully Furnished,0,240.34
789,Borivali East,Apartment,4,3,1485,20,30,13,Fully Furnished,2,390.7
790,Dadar East,Apartment,3,3,1141,12,17,6,Fully Furnished,3,521.49
791,Mulund West,Apartment,3,2,1354,1,15,3,Semi-Furnished,3,346.17
792,Lower Parel,Apartment,5,5,3486,20,39,15,Semi-Furnished,2,2117.75
793,Lower Parel,Apartment,2,2,694,9,9,4,Unfurnished,1,342.71
794,Powai,Apartment,4,4,1892,10,25,20,Fully Furnished,2,660.42
795,Bandra West,Villa,2,2,725,28,28,15,Unfurnished,0,437.18
796,Mulund East,Apartment,5,5,2040,29,36,27,Semi-Furnished,1,469.95
797,Andheri East,Apartment,2,1,972,28,41,27,Fully Furnished,2,256.91
798,Malad West,Apartment,1,1,574,38,45,16,Fully Furnished,1,155.89
799,Dadar West,Apartment,2,1,787,27,42,28,Semi-Furnished,0,276.44
800,Mulund East,Apartment,3,2,1115,13,43,9,Semi-Furnished,1,241.72
801,Lower Parel,Apartment,2,3,986,9,27,14,Fully Furnished,3,482.18
802,Lower Parel,Apartment,3,3,1433,11,24,25,Fully Furnished,1,613.14
803,Borivali West,Apartment,2,2,960,7,33,15,Semi-Furnished,2,222.06
804,Andheri West,Apartment,2,2,832,11,22,21,Unfurnished,2,226.4
805,Bandra East,Apartment,3,2,1179,17,27,15,Unfurnished,1,421.9
806,Borivali West,Penthouse,4,5,2018,7,10,21,Semi-Furnished,2,626.74
807,Bandra East,Apartment,3,4,1054,36,36,26,Unfurnished,2,358.25
808,Powai,Villa,4,4,2145,29,45,9,Fully Furnished,2,1110.62
809,Kandivali West,Apartment,2,2,712,13,41,27,Unfurnished,2,140.38
810,Malad East,Apartment,2,2,693,24,37,8,Fully Furnished,1,182.46
811,Ghatkopar East,Villa,3,3,1091,28,41,25,Semi-Furnished,2,337.66
812,Lower Parel,Apartment,2,1,876,1,38,4,Unfurnished,0,369.69
813,Ghatkopar East,Penthouse,2,1,851,3,14,24,Unfurnished,2,223.89
814,Mira Road,Apartment,3,4,1252,26,43,13,Fully Furnished,1,235.7
815,Andheri West,Apartment,4,5,2025,10,35,29,Fully Furnished,2,620.76
816,Mira Road,Apartment,3,3,1303,26,32,28,Unfurnished,1,156.22
817,Ghatkopar West,Apartment,3,3,1482,19,25,17,Fully Furnished,0,398.64
818,Ghatkopar East,Apartment,3,2,978,35,44,28,Unfurnished,1,222.91
819,Mulund West,Apartment,5,4,3499,24,32,1,Fully Furnished,3,1193.43
820,Worli,Apartment,4,4,1705,1,34,18,Unfurnished,1,905.69
821,Dadar West,Apartment,3,4,1189,20,29,11,Fully Furnished,3,599.41
822,Kandivali East,Apartment,3,3,1057,34,43,10,Semi-Furnished,1,277.26
823,Mulund West,Apartment,4,3,1494,28,32,1,Unfurnished,2,463.66
824,Vile Parle West,Apartment,2,3,915,26,34,24,Semi-Furnished,2,345.35
825,Thane West,Apartment,4,4,2149,11,20,13,Unfurnished,2,425.57
826,Thane West,Apartment,3,4,1070,14,43,22,Unfurnished,2,197.4
827,Kandivali West,Apartment,4,3,2016,27,30,27,Semi-Furnished,0,422.21
828,Borivali West,Apartment,1,1,545,19,34,9,Unfurnished,0,128.6
829,Andheri East,Apartment,4,4,1690,12,43,6,Unfurnished,0,486.54
830,Andheri East,Apartment,2,3,808,29,39,18,Semi-Furnished,2,253.19
831,Borivali West,Apartment,3,4,1421,29,43,24,Fully Furnished,1,383.11
832,Lower Parel,Villa,3,3,1188,26,36,28,Unfurnished,2,607.02
833,Ghatkopar West,Apartment,2,1,734,2,41,22,Fully Furnished,3,162.95
834,Worli,Apartment,3,3,1004,37,45,30,Semi-Furnished,1,477.29
835,Lower Parel,Apartment,4,4,1419,14,29,8,Fully Furnished,3,906.6
836,Dadar East,Apartment,2,3,673,2,26,15,Unfurnished,2,222.29
837,Malad East,Apartment,2,1,708,35,37,3,Unfurnished,1,208.64
838,Borivali West,Apartment,2,2,997,4,44,5,Unfurnished,1,220.89
839,Kandivali East,Apartment,1,1,555,21,29,28,Unfurnished,2,89.14
840,Dadar East,Apartment,3,3,1470,33,39,24,Semi-Furnished,0,510.05
841,Mulund West,Apartment,1,1,554,15,44,20,Semi-Furnished,0,108.64
842,Bandra East,Apartment,2,3,983,9,28,25,Semi-Furnished,2,316.49
843,Vile Parle West,Penthouse,2,2,841,11,26,17,Semi-Furnished,2,364.7
844,Andheri East,Apartment,1,1,608,11,11,9,Semi-Furnished,0,153.26
845,Lower Parel,Apartment,2,2,973,38,42,6,Unfurnished,0,544.37
846,Malad West,Apartment,1,1,485,36,40,23,Unfurnished,2,125.87
847,Malad East,Penthouse,4,4,2050,29,37,8,Fully Furnished,1,803.38
848,Mulund East,Apartment,4,4,1416,9,9,29,Semi-Furnished,2,232.73
849,Borivali East,Villa,2,2,851,6,10,17,Unfurnished,2,191.34
850,Mulund East,Apartment,3,3,1335,39,41,26,Unfurnished,2,290.83
851,Andheri West,Apartment,1,1,499,1,19,14,Unfurnished,3,142.9
852,Thane West,Apartment,2,1,964,20,45,20,Unfurnished,3,165.06
853,Kandivali West,Penthouse,1,1,630,39,40,22,Unfurnished,0,175.97
854,Bandra East,Apartment,4,5,1912,11,23,15,Fully Furnished,3,854.65
855,Dadar West,Apartment,2,3,715,5,13,23,Fully Furnished,1,273.82
856,Ghatkopar West,Apartment,3,3,973,35,44,22,Fully Furnished,1,272.64
857,Mulund West,Apartment,3,2,1280,27,35,13,Fully Furnished,0,342.24
858,Vile Parle West,Apartment,3,3,998,27,44,8,Semi-Furnished,2,438.08
859,Bandra West,Apartment,4,3,2155,28,30,7,Unfurnished,1,1284.68
860,Worli,Apartment,3,2,1441,2,42,13,Semi-Furnished,3,754.22
861,Chembur,Apartment,2,2,677,22,38,26,Unfurnished,1,162.13
862,Ghatkopar East,Apartment,1,1,598,6,9,3,Semi-Furnished,0,165.63
863,Bandra West,Apartment,3,2,1402,20,39,1,Semi-Furnished,3,946.02
864,Vile Parle East,Apartment,1,1,552,40,43,3,Fully Furnished,1,241.71
865,Mulund East,Apartment,2,2,967,7,28,19,Fully Furnished,3,192.14
866,Malad East,Apartment,3,2,1055,39,44,0,Fully Furnished,0,343.17
867,Dadar West,Apartment,1,2,515,27,42,11,Fully Furnished,3,247.59
868,Mira Road,Apartment,1,1,529,28,44,18,Semi-Furnished,3,81.5
869,Ghatkopar East,Apartment,1,1,529,22,31,19,Unfurnished,1,124.64
870,Borivali West,Penthouse,1,2,593,4,32,27,Unfurnished,1,125.69
871,Powai,Apartment,3,3,1143,31,42,21,Semi-Furnished,3,405.67
872,Dadar West,Villa,3,3,1256,22,27,13,Semi-Furnished,0,721.78
873,Chembur,Apartment,2,1,977,15,29,7,Unfurnished,2,302.03
874,Bhandup West,Apartment,2,2,755,12,12,12,Unfurnished,1,131.71
875,Bandra East,Apartment,1,1,499,38,43,20,Unfurnished,0,162.13
876,Goregaon West,Apartment,4,4,1747,36,39,27,Unfurnished,1,520.14
877,Bandra East,Apartment,1,1,547,8,29,20,Semi-Furnished,1,158.52
878,Kandivali West,Apartment,3,4,1394,5,12,28,Unfurnished,1,243.31
879,Kandivali East,Apartment,3,3,1389,16,45,20,Fully Furnished,0,319.86
880,Malad West,Penthouse,3,3,1203,18,45,1,Fully Furnished,1,564.24
881,Powai,Apartment,3,3,1016,33,39,5,Fully Furnished,3,496.32
882,Borivali East,Apartment,2,2,919,31,42,22,Semi-Furnished,2,189.93
883,Mira Road,Apartment,3,2,1162,13,41,7,Semi-Furnished,1,183.08
884,Kandivali East,Apartment,3,3,1210,6,14,17,Semi-Furnished,0,238.79
885,Dadar West,Apartment,1,2,609,28,42,10,Semi-Furnished,2,304.26
886,Malad East,Apartment,2,1,741,15,23,14,Unfurnished,3,154.75
887,Bhandup West,Apartment,3,4,1030,18,25,25,Unfurnished,0,162.12
888,Powai,Penthouse,2,2,778,18,24,9,Fully Furnished,3,415.42
889,Ghatkopar East,Villa,3,4,1217,20,29,0,Semi-Furnished,1,534.23
890,Ghatkopar East,Apartment,3,3,1474,10,35,24,Unfurnished,1,306.36
891,Goregaon West,Apartment,3,4,1429,30,40,23,Semi-Furnished,0,408.83
892,Thane West,Apartment,2,2,880,36,36,27,Unfurnished,1,136.85
893,Ghatkopar West,Apartment,1,1,536,27,40,7,Semi-Furnished,3,164.6
894,Malad West,Apartment,2,1,940,3,13,25,Semi-Furnished,1,194.3
895,Dadar East,Apartment,3,3,1340,26,28,6,Semi-Furnished,2,573.25
896,Dadar West,Apartment,5,5,2190,7,42,5,Unfurnished,1,1103.64
897,Andheri West,Apartment,2,1,847,14,28,9,Fully Furnished,1,300.97
898,Kandivali West,Apartment,3,3,1284,27,39,27,Unfurnished,1,270.66
899,Ghatkopar West,Apartment,1,1,483,14,33,27,Fully Furnished,2,94.1
900,Dadar West,Penthouse,4,5,1607,30,38,16,Unfurnished,1,966.74
901,Bhandup West,Apartment,2,2,919,37,44,10,Semi-Furnished,2,235.63
902,Malad West,Apartment,3,3,1305,20,32,22,Unfurnished,2,306.93
903,Dadar East,Villa,3,3,1343,12,18,29,Fully Furnished,2,463.48
904,Borivali East,Penthouse,2,3,799,5,18,21,Semi-Furnished,2,183.39
905,Kandivali West,Apartment,1,1,579,21,34,24,Unfurnished,2,114.57
906,Mulund East,Apartment,1,1,547,26,32,10,Unfurnished,2,112.02
907,Borivali West,Apartment,2,2,898,5,10,14,Fully Furnished,2,231.31
908,Borivali West,Apartment,2,2,732,2,43,5,Unfurnished,0,168.54
909,Kandivali East,Apartment,2,1,996,10,38,8,Unfurnished,1,196.28
910,Lower Parel,Apartment,3,3,998,34,44,26,Fully Furnished,3,469.36
911,Thane West,Apartment,2,1,956,4,29,0,Unfurnished,1,175.24
912,Bandra West,Apartment,1,1,453,13,17,10,Unfurnished,1,219.94
913,Borivali East,Apartment,3,2,1375,7,27,16,Fully Furnished,1,289.31
914,Vile Parle East,Apartment,2,2,711,14,20,7,Semi-Furnished,1,242.83
915,Malad East,Apartment,1,1,567,5,22,7,Fully Furnished,3,128.83
916,Powai,Villa,2,3,905,35,44,3,Semi-Furnished,1,482.99
917,Worli,Apartment,3,3,1290,21,42,5,Unfurnished,2,871.64
918,Dadar West,Penthouse,2,3,977,15,31,23,Fully Furnished,2,465.5
919,Dadar East,Apartment,3,2,1266,28,35,7,Unfurnished,2,525.98
920,Malad West,Penthouse,2,2,754,3,20,20,Fully Furnished,3,225.45
921,Malad East,Apartment,1,1,614,3,38,25,Fully Furnished,2,114.58
922,Goregaon West,Apartment,4,4,1750,14,17,7,Unfurnished,3,625.06
923,Goregaon West,Apartment,3,3,1483,12,40,10,Unfurnished,3,460.02
924,Powai,Apartment,1,1,502,6,17,4,Fully Furnished,2,191.46
925,Goregaon West,Apartment,3,3,1428,11,23,9,Semi-Furnished,1,429.52
926,Malad West,Apartment,3,3,1228,31,32,27,Semi-Furnished,1,307.34
927,Mulund West,Apartment,3,3,1109,31,31,26,Semi-Furnished,2,264.93
928,Malad West,Apartment,3,3,1129,25,39,8,Semi-Furnished,1,368.68
929,Chembur,Apartment,1,1,633,13,22,15,Unfurnished,1,157.17
930,Ghatkopar West,Apartment,2,2,862,26,37,30,Semi-Furnished,2,198.82
931,Bandra West,Villa,2,1,713,37,39,12,Semi-Furnished,1,502.51
932,Ghatkopar East,Villa,3,4,1450,24,25,20,Semi-Furnished,3,514.5
933,Goregaon West,Apartment,2,2,973,2,14,22,Fully Furnished,1,239.85
934,Goregaon East,Apartment,2,3,989,11,11,26,Unfurnished,0,211.46
935,Kandivali East,Apartment,3,2,1480,13,40,29,Semi-Furnished,1,250.28
936,Vile Parle East,Apartment,3,3,1265,27,29,23,Fully Furnished,0,430.04
937,Bhandup West,Apartment,1,1,641,20,20,12,Semi-Furnished,1,118.33
938,Thane West,Apartment,2,2,985,28,33,9,Semi-Furnished,1,202.18
939,Chembur,Apartment,2,1,880,14,25,18,Unfurnished,1,228.27
940,Powai,Apartment,2,2,875,40,40,20,Unfurnished,3,288.06
941,Bandra East,Apartment,2,2,665,16,31,18,Fully Furnished,2,225.74
942,Goregaon East,Apartment,3,2,992,14,14,3,Fully Furnished,2,357.28
943,Goregaon East,Apartment,4,4,2175,39,42,10,Semi-Furnished,1,770.31
944,Malad East,Apartment,3,3,1358,40,40,12,Semi-Furnished,1,368.37
945,Thane West,Apartment,2,2,663,8,41,19,Fully Furnished,1,109.49
946,Mulund East,Apartment,3,3,1477,13,13,13,Semi-Furnished,3,332.97
947,Andheri East,Apartment,5,5,3388,15,34,14,Semi-Furnished,2,1169.94
948,Kandivali West,Apartment,2,2,987,7,31,27,Fully Furnished,1,180.09
949,Vile Parle West,Apartment,4,5,1432,32,44,4,Semi-Furnished,0,797.86
950,Mulund East,Apartment,2,2,709,35,38,15,Unfurnished,1,169.17
951,Thane West,Apartment,1,1,633,11,31,0,Semi-Furnished,2,127.87
952,Chembur,Apartment,4,3,2081,35,45,4,Semi-Furnished,3,913.15
953,Goregaon West,Apartment,4,5,1466,22,34,20,Fully Furnished,3,493.03
954,Worli,Apartment,3,3,1188,17,20,7,Unfurnished,1,711.35
955,Dadar West,Apartment,4,3,1986,9,29,11,Fully Furnished,2,937.59
956,Dadar West,Apartment,3,3,1383,24,45,10,Fully Furnished,1,728.63
957,Bandra East,Apartment,2,3,885,10,28,10,Semi-Furnished,1,314.97
958,Malad West,Apartment,1,1,603,20,36,10,Unfurnished,3,172.51
959,Dadar West,Apartment,2,2,903,25,26,9,Unfurnished,1,391.29
960,Ghatkopar West,Apartment,4,4,2117,4,16,23,Fully Furnished,2,552.28
961,Lower Parel,Apartment,4,4,1422,26,36,17,Fully Furnished,2,789.46
962,Kandivali East,Apartment,2,3,794,13,38,9,Unfurnished,0,182.61
963,Mira Road,Apartment,1,1,567,11,19,20,Fully Furnished,2,77.26
964,Powai,Apartment,2,2,983,24,42,0,Fully Furnished,0,446.81
965,Kandivali East,Penthouse,4,4,2095,11,14,26,Semi-Furnished,0,475.76
966,Andheri East,Apartment,1,2,616,38,44,10,Fully Furnished,1,202.04
967,Bandra East,Apartment,2,2,804,39,40,22,Fully Furnished,3,341.25
968,Mira Road,Apartment,3,2,1424,25,33,27,Fully Furnished,3,184.75
969,Bandra East,Apartment,1,1,614,33,36,21,Fully Furnished,0,219.99
970,Goregaon East,Apartment,3,2,1135,31,41,12,Semi-Furnished,3,348.02
971,Malad East,Apartment,1,2,497,2,30,12,Fully Furnished,2,111.36
972,Bandra West,Apartment,3,4,1077,14,21,24,Fully Furnished,1,471.05
973,Mulund East,Apartment,3,2,990,37,40,4,Unfurnished,3,269.85
974,Ghatkopar East,Penthouse,1,1,579,24,41,9,Semi-Furnished,1,210.03
975,Goregaon West,Apartment,2,3,800,35,42,21,Fully Furnished,1,243.71
976,Kandivali West,Apartment,3,4,1164,7,9,22,Unfurnished,1,232.82
977,Bhandup West,Apartment,2,2,958,14,36,17,Unfurnished,1,168.37
978,Vile Parle East,Villa,2,2,982,11,36,28,Unfurnished,2,285.64
979,Thane West,Apartment,1,1,468,18,38,20,Fully Furnished,3,82.68
980,Lower Parel,Apartment,3,4,1117,10,30,13,Semi-Furnished,2,565.92
981,Bandra West,Apartment,2,3,706,36,42,21,Semi-Furnished,0,351.23
982,Malad East,Apartment,3,3,1181,1,11,8,Unfurnished,2,256.14
983,Bandra East,Apartment,2,2,951,32,33,26,Semi-Furnished,2,345.39
984,Vile Parle East,Apartment,2,1,674,21,45,5,Unfurnished,2,248.97
985,Mira Road,Apartment,3,4,1362,38,40,15,Unfurnished,1,236.61
986,Lower Parel,Penthouse,1,1,595,18,19,23,Fully Furnished,3,326.2
987,Goregaon West,Apartment,3,3,1418,29,40,5,Fully Furnished,2,611.08
988,Vile Parle West,Apartment,4,4,1712,6,25,20,Semi-Furnished,2,617.36
989,Bandra West,Apartment,3,2,1119,4,10,18,Semi-Furnished,3,517.73
990,Andheri West,Apartment,5,5,3386,9,39,16,Fully Furnished,2,1343.66
991,Vile Parle East,Apartment,3,3,964,13,13,19,Semi-Furnished,3,322.74
992,Goregaon West,Apartment,5,5,3400,3,43,19,Unfurnished,2,998.35
993,Vile Parle West,Apartment,4,4,1476,9,41,11,Unfurnished,1,554.15
994,Kandivali West,Apartment,5,5,3390,35,36,7,Semi-Furnished,1,1163.0
995,Andheri West,Villa,3,4,1353,20,40,6,Unfurnished,2,678.38
996,Chembur,Apartment,1,1,607,22,31,14,Unfurnished,1,173.04
997,Borivali East,Apartment,2,1,701,32,35,13,Fully Furnished,0,156.51
998,Bandra East,Apartment,4,3,1559,17,24,24,Semi-Furnished,2,534.32
999,Borivali East,Apartment,3,3,1061,29,34,14,Semi-Furnished,1,236.33
1000,Thane West,Apartment,2,2,795,9,34,1,Fully Furnished,2,167.14
